place_id,nome,endereco,municipio,categoria,avaliacao,numero_avaliacoes,lat,lng,telefone,website
ChIJRUnghHb8zZQRo2TpYe0hev8,Chopp Germânia Bertioga,"R. Henrique Montes, 485 - Centervalle, Bertioga - SP, 11250-000, Brasil",Bertioga,bar,4.5,187.0,-23.8425293,-46.13558039999999,(13) 3316-2557,
ChIJS3gNBroczpQRgRyQ4JWcYoI,Gê Adega,"Av. Monteiro Lobato, 256 - Vila Valenca, São Vicente - SP, 11380-500, Brasil",São Vicente,adega,4.8,30.0,-23.9650503,-46.3723296,(13) 97407-7503,https://www.instagram.com/geadegavilavalenca/
ChIJS3hMABwBzpQRwrENqsOTmLw,Altas Horas Delivery,"WHATSAPP & CELL ( ‪- 13 - Av. Manuel Albino, 61 - 98150-5098 - Vila Santa Rosa, Guarujá - SP, 11431-030, Brasil",Guarujá,adega,3.8,11.0,-23.9914356,-46.2802736,(13) 98179-1773,https://pedidos.deliveryplug.com.br/#/altas-horas-delivery/home
ChIJS49qcB7xzZQRckkAeIruAwY,Jr Tabacaria e Adega,"Av. Anchieta, 11460 - Jardim Indaia, Bertioga - SP, 11260-354, Brasil",Bertioga,adega,4.2,19.0,-23.8068033,-46.054435,(13) 97422-5811,https://rivierapods.kyte.site/
ChIJSbJWeWwl0JQR6LqFdGOIcng,Santo Caiçara,"R. Rachel Khoury Duboc de Almeida, 95 - Jd Guarau, Peruíbe - SP, 11750-000, Brasil",Peruíbe,Bar/Casa Noturna,4.8,285.0,-24.3344984,-47.0036162,,https://instagram.com/santocaicara.bar?igshid=MWZjMTM2ODFkZg==
ChIJT-ouG22MzZQRBSHRPVzDJIQ,Bar Da Nice,"R. Comendador Lino Frescht, 245-327 - Balneário Mogiano, Bertioga - SP, 11250-000, Brasil",Bertioga,bar,4.1,87.0,-23.753659,-45.8487069,,
ChIJT7zjyOAnzpQRPyfjoNwKuQc,Adega e Tabacaria Zero Treze,"Atendimento Via WhatsApp - R. Francisco de Morães, 267(13 - 99626-9289 - Jardim Sao Francisco, Mongaguá - SP, 11730-000, Brasil",Mongaguá,adega,4.6,37.0,-24.1134145,-46.666462,(13) 97411-6072,
ChIJTSBqRAwDzpQR-zBaGEq_wtM,Dalapa Botequim,"Av. Mal. Deodoro, 18 - Gonzaga, Santos - SP, 11060-401, Brasil",Santos,bar,4.9,768.0,-23.9666667,-46.3333333,(13) 97417-4549,http://www.instagram.com/dalapabotequim
ChIJTSwa8qQpzpQRxJAic5XsTZU,Na Rua de Casa,"R. Adrião Dias, 927 - Balneario Jussara, Mongaguá - SP, 11730-000, Brasil",Mongaguá,casa noturna,4.8,4.0,-24.1178072,-46.6868576,(13) 98213-4290,
ChIJTZDIqxodzpQRPs1hS2t2Kis,Resenhas Lounge Bar,"Av. Mal. Mallet, 1190 - Canto do Forte, Praia Grande - SP, 11700-400, Brasil",Praia Grande,Bar/Casa Noturna,4.2,572.0,-24.0065334,-46.4066127,(13) 99600-0859,
ChIJT_7BC_YZzpQR0gLQndyMRMA,Continental Music Hall,"Av. Dep. Ulisses Guimarães, 439 - Rio Branco, São Vicente - SP, 11347-000, Brasil",São Vicente,casa noturna,4.8,4.0,-23.9776607,-46.4759463,,
ChIJU2ma_kkB0pQRWIHQdgYIJn8,Cafe de La Musique,"Hotel Jequitimar Av - Av. Marjory da Silva Prado, 1100 - 2ºandar - Balneario Praia do Pernambuco, Guarujá - SP, 11444-000, Brasil",Guarujá,casa noturna,2.4,89.0,-23.9695428,-46.1870844,,
ChIJU5DmELkBzpQRXeEvWg9TJQ4,Adega & Tabacaria dos Amigos,"Zap (13 - 95538-5022 - Jardim Belmar, Guarujá - SP, 11441-000, Brasil",Guarujá,adega,4.6,57.0,-23.9817784,-46.2335898,(13) 99206-4747,
ChIJU7GYtnQm0JQRdeo8ecOg7I8,CALÇADÃO PETISCAR BAR,"Av. São João, 252 - Centro, Peruíbe - SP, 11750-000, Brasil",Peruíbe,bar,4.6,164.0,-24.3227289,-46.9975426,,https://www.facebook.com/galpaobarperuibe/
ChIJUV3iBp0bzpQR3-O15gGz-Jw,Forró Do Alemão,"Parque Sao Vicente, São Vicente - SP, 11360-300, Brasil",Cubatão,casa noturna,4.8,13.0,-23.9504437,-46.4028748,,
ChIJUVDk8eMnzpQRtvwnQ1LuXz0,Quiosque da Ponte,"Av. Olindo Tamagnini, 300 - Centro, Mongaguá - SP, 11730-000, Brasil",Mongaguá,bar,4.8,101.0,-24.093671,-46.6228546,,
ChIJUyq64w8l0JQRi_HUTaLUmlE,Adega do 7,"Av. Comendador Elvino Malagoli - Q.ta do Guarau, Peruíbe - SP, 11750-000, Brasil",Peruíbe,adega,4.6,7.0,-24.3632042,-47.0162692,(13) 98107-7151,https://instagram.com/adegado_7_?igshid=YmMyMTA2M2Y=
ChIJV-9eGJwp0JQRFq00up0sNbk,Lounge dos Magnatas,"Av: Marginal II 11940 - Balneario Gaivotas, Itanhaém - SP, 11740-000, Brasil",Itanhaém,casa noturna,5.0,5.0,-24.2347151,-46.9033775,(13) 99666-1149,
ChIJV1Ygv8YpzpQRgOLJ-HEjt5E,Tropical music lounge,"Av. Marginal - gaivota 2, Itanhaém - SP, 11740-000, Brasil",Itanhaém,casa noturna,,,-24.1501486,-46.7322706,(13) 99630-5831,
ChIJVQ2Wt-_6zZQRobVyAHl1UFg,Adega Moraes,"R. Dr. Lincolin Bolívar Neves, 550 - Bairro Chácaras, Bertioga - SP, 11259-090, Brasil",Bertioga,adega,4.7,42.0,-23.7989988,-46.0831933,(13) 99638-2918,
ChIJVRu3OJcpzpQRd7AiZij_UNQ,Terra Molhada,"R. José Bonifácio - Parque Balneario Comodoro, Mongaguá - SP, 11730-000, Brasil",Mongaguá,casa noturna,5.0,2.0,-24.1090929,-46.7062951,(13) 98804-2099,
ChIJVbV3ivL6zZQRdlScRSX5mqc,Adega Mix e Diego santos,"R. Aprovada 613 - Jardim Rafael, Bertioga - SP, 11250-000, Brasil",Bertioga,adega,4.6,14.0,-23.8005598,-46.0778127,(13) 99781-7274,
ChIJVdHIPPwBzpQRHL36x2RwszQ,Salinas Bar,"Av. Manuel Albino, 47 - Jardim Helena Maria, Guarujá - SP, 11431-030, Brasil",Guarujá,bar,4.5,624.0,-23.9912379,-46.280623,(13) 97422-8573,https://instagram.com/salinasbarguaruja
ChIJVe9lAlYnzpQR9ZLHIAHN5dg,Adega Santo Gole,"Av. Marina, 690 - Centro, Mongaguá - SP, 11730-000, Brasil",Mongaguá,adega,4.8,6.0,-24.0948917,-46.62349709999999,(11) 99679-7291,
ChIJVetPdVP_0ZQRGRLl9p82oLc,Adega do Léo,"Alameda das Palmas, 181 - Jardim Primavera, Guarujá - SP, 11432-230, Brasil",Guarujá,adega,4.4,51.0,-23.9883763,-46.2663,(13) 3062-4293,
ChIJVfeQrHcRzpQRD6fn3n_cf4s,Casa do Norte,"R. Francisco Roman Torres Filho - Jardim Sao Francisco, Cubatão - SP, 11500-710, Brasil",Cubatão,casa noturna,4.6,25.0,-23.880391,-46.41341389999999,,
ChIJVw0TC5jxzZQRESxYusJhD0M,Adega e Tabacaria Hermanos,"Av. Lucas da Cruz Carvalho, 759 - Indaiá, Bertioga - SP, 11260-030, Brasil",Bertioga,adega,4.9,113.0,-23.8059853,-46.0546577,(13) 99643-8624,
ChIJVx64iC3_0ZQRk1-qfs3-BRE,yellow nigth house,"Av. Manoel Alves de Moraes, 188 - casa amarela, Guarujá - SP, 11441-105, Brasil",Guarujá,casa noturna,5.0,4.0,-23.9769221,-46.22878499999999,(13) 99757-7447,
ChIJVzelPjMFzpQRIP5-tcF8Cbg,Cathedral Santos Lounge & Beer,"R. Braz Cubas, 34 - Centro, Santos - SP, 11013-160, Brasil",Santos,casa noturna,4.1,108.0,-23.9340946,-46.3244858,(13) 97408-3840,
ChIJVzyiWPIn0JQRf4wI-Ngy4KU,Adega J&D,"Av. Padre Anchieta, 1950 - Balneário Stella Maris, Peruíbe - SP, 11750-000, Brasil",Peruíbe,adega,4.4,44.0,-24.3158837,-46.99140329999999,(77) 99824-8644,http://instagram.com.br/adegajdperuibe
ChIJW1TUDuEl0JQRKV_jH86SgIQ,Cannil Club Video Bar,"Av. Gov. Mário Covas Júnior, 799 - Centro, Peruíbe - SP, 11750-000, Brasil",Peruíbe,Bar/Casa Noturna,4.3,798.0,-24.3261107,-46.9968677,(13) 3455-2300,https://www.facebook.com/balada.cannilclub
ChIJW4zUeSj_0ZQRC_16MSzlUTI,Adega Coroados,"Zap (13 - Av. Assis Chateaubriand, 1067 - 95538-5022 - Jardim Virginia, Guarujá - SP, 11442-150, Brasil",Guarujá,adega,4.9,74.0,-23.9760354,-46.2129713,(13) 98814-5243,https://delivery.yooga.app/adega-coroados
ChIJW5PfQlwpzpQRi6m-1-_FY7w,Salão da su,"R. Marcelino de Meira Rodrigues, 1451 - Jardim Primavera, Mongaguá - SP, 11730-000, Brasil",Mongaguá,casa noturna,5.0,2.0,-24.1210977,-46.7031809,(13) 99788-1604,
ChIJW6UriSkdzpQRRxVt2aIjBo0,Adega Gela Goela,"R. Ten. Durval do Amaral, 274 - Catiapoã, São Vicente - SP, 11390-300, Brasil",São Vicente,adega,5.0,5.0,-23.9603553,-46.38533109999999,(13) 99804-9898,https://instagram.com/adegagelagoela?igshid=MmIzYWVlNDQ5Yg==
ChIJW6slwwMm0JQRUHu4B1khS-0,Quiosque Aloha Peruíbe,"Av. Gov. Mário Covas Júnior, 2420 - Centro, Peruíbe - SP, 11750-000, Brasil",Peruíbe,casa noturna,4.5,3141.0,-24.3155264,-46.98567430000001,(11) 94770-7323,https://www.facebook.com/quiosquealohaperuibe/
ChIJWQO-Xl4bzpQRz2Q26_LjoOE,Barbearia Pedro e Kaique,"R. Santo Antônio de Pádua, 118 - Vila São José, Cubatão - SP, 11523-020, Brasil",Cubatão,casa noturna,4.8,32.0,-23.9026065,-46.4256549,(13) 98814-9209,
ChIJWx9BSQAn0JQRw-hTyHpvGjI,Adega Nascimento,"R. Reinaldo Barcelos Pereira, pereir, 493 - Vila Romar, Peruíbe - SP, 11770-646, Brasil",Peruíbe,adega,4.8,17.0,-24.306247,-47.0022747,,https://wa.me/5513997262971
ChIJWyLtKcQnzpQRQw5Qf9QT9Jg,Bar Refúgio do Mar,"Rua, Alameda Angélica, 507 - Jardim Guanabara, Mongaguá - SP, 11730-000, Brasil",Mongaguá,bar,4.4,29.0,-24.101818,-46.65604709999999,(13) 98145-9042,
ChIJWyl0ougdzpQRyvF9MjS06pc,Pavão Adega e Conveniência,"Avenida Capitão Mor Aguiar, N: 72, Av. Capitão-Mor Aguiar, 72 - Centro, São Vicente - SP, 11310-200, Brasil",São Vicente,adega,5.0,10.0,-23.9707831,-46.3913868,(13) 3379-6289,https://www.instagram.com/pavaoadega/
ChIJX1iv9EInzpQRTaMSvVQJOxw,Bar do Bimbal,"R. Pôrto Alegre, 76 - Vila Nossa Sra. de Fatima, Mongaguá - SP, 11730-000, Brasil",Mongaguá,bar,4.5,54.0,-24.1056982,-46.6536335,,
ChIJX5SLS8QnzpQRWLS4jx-nrzE,Adega S.O.S Beer,"Atendimento Via WhatsApp - Av. Monteiro Lobato, 6710(13 - 99626-9289 - Jardim Praia Grande, Mongaguá - SP, 11730-000, Brasil",Mongaguá,adega,4.5,151.0,-24.1144571,-46.6637228,(13) 99678-0573,
ChIJXUfdjE7V0ZQR74tprghfwUs,Taberna do Pirata - Eventos & Bar Temático,"Atendimento & whatsapp (13)3303-3303 _Av. Europa, 1435, Balneario - Santa Julia, Itanhaém - SP, 11749-386, Brasil",Itanhaém,Bar/Casa Noturna,4.9,143.0,-24.2127554,-46.8631937,(13) 3303-3303,http://www.tabernadopirata.com.br/
ChIJXVo22anV0ZQRibxeu6pDWgs,Brisa's Bar e Restaurante,"Av. Pres. Vargas, 1.363 - Centro, Itanhaém - SP, 11740-000, Brasil",Itanhaém,bar,4.6,623.0,-24.1823741,-46.7804158,(13) 99141-3584,https://www.brisasbar.com/
ChIJXWa_fJkDzpQRlPe6kecRutY,Royale.Lounge Bar,"R. Dagoberto Gasgon, 01 - Boqueirão, Santos - SP, 11045-010, Brasil",Guarujá,casa noturna,3.0,52.0,-23.9597089,-46.3227808,,https://www.instagram.com/royale.loungebar
ChIJXXMElZnV0ZQRvRzEXAy1Jfs,Bar e Espetinhos,"R. Zeferino Soares, 2-58 - Boca da Barra, Itanhaém - SP, 11740-000, Brasil",Itanhaém,bar,4.7,49.0,-24.186543,-46.7897666,,
ChIJXXrgqsMczpQR08tZWSrhIz0,Luli Bar & Restaurante,"Av. Saturnino de Brito, 1289 - Parque Prainha, São Vicente - SP, 11325-010, Brasil",São Vicente,bar,4.5,526.0,-23.979677,-46.3793076,(13) 99629-1959,http://luliculinariaarteedecor.wordpress.com/
ChIJXYLADOoDzpQRDD59VFw3HGU,Adega Armazém da Praia,"Av. Bartholomeu de Gusmão, 152 - Ponta da Praia, Santos - SP, 11030-500, Brasil",Santos,adega,4.5,31.0,-23.9858863,-46.307811,(13) 98179-1773,
ChIJXdMFR0obzpQRiPGIudKIENg,Adega São José,"R. Santo Antônio de Pádua, 53 - Vila São José, Cubatão - SP, 11523-020, Brasil",Cubatão,adega,3.8,17.0,-23.9025203,-46.4256409,(13) 99108-0107,
ChIJY49SXor7zZQRGuRUMb6WSTA,Don Quixote de La Prancha,"Av. Tomé de Souza, 1119 - Centro, Bertioga - SP, 11250-000, Brasil",Bertioga,bar,4.3,263.0,-23.8445238,-46.13150479999999,(11) 99566-0603,http://facebook.com/donquixotedelaprancha
ChIJY59W66MhzpQRemYkPDo6BD4,CAIÇARA BEACH BAR,"R. Décio Ferraz Alvim, 21 - Vila Caiçara, Praia Grande - SP, 11706-310, Brasil",Praia Grande,bar,4.2,270.0,-24.0484811,-46.52807259999999,(11) 98463-8235,
ChIJY5kZRAIn0JQRnU5HbuyIyFA,Adega e Restaurante Dose Certa Peruíbe,"R. Euclides da Cunha, 57 - Cidade Nova Peruíbe, Peruíbe - SP, 11772-104, Brasil",Peruíbe,adega,4.8,17.0,-24.2961883,-46.9813455,(13) 98191-0498,
ChIJY8OI_fArzpQREGzU3TFgs_I,Adega Los Freitas,"Avenida Central Hangar 15, loja 19, Itanhaém - SP, 11740-000, Brasil",Itanhaém,adega,4.6,38.0,-24.1582461,-46.7896918,(13) 99694-3980,https://instagram.com/adegadosfreitas?utm_medium=copy_link
ChIJY8s--5L_0ZQRto1LqkcWlDU,Adega - Conexão Drinks II,"Av. Gen. Rondon, 651 - loja II - Vila Alzira, Guarujá - SP, 11420-000, Brasil",Guarujá,adega,5.0,20.0,-24.0092448,-46.2705658,(13) 99183-5916,https://linktr.ee/ClubeConexaoDrinks
ChIJYT4UeAYp0JQRMnCp6vqkzcs,Adega Dz7 Peruíbe,"R. Genoveva Alves Da Silva, 480 - Loja 2 - Estância Antonio Novaes, Peruíbe - SP, 11750-000, Brasil",Peruíbe,adega,5.0,5.0,-24.2590374,-46.95177100000001,(13) 99673-6265,
ChIJYTXJfGEBzpQRwpim4A0SCtM,Adega Almir,"Av. Severo Conde Y Conde, 255 - Vila Aurea (Vicente de Carvalho), Guarujá - SP, 11454-010, Brasil",Guarujá,adega,4.8,61.0,-23.9432012,-46.2827807,,https://www.lojalocal.com/amstel/34935329000166
ChIJYaXzbbEdzpQR1ZlzeHfbq9g,1Out Poker Club Praia Grande,"Av. Brasil, 105 - Canto do Forte, Praia Grande - SP, 11700-005, Brasil",Praia Grande,casa noturna,5.0,1.0,-24.0096821,-46.413512,,
ChIJYfizknz_0ZQREdMnOFO3rP8,Boate corpo Dourado,"Av. Dom Pedro I, 1065 - Jardim Tres Marias, Guarujá - SP, 11440-001, Brasil",Guarujá,casa noturna,,,-23.9835247,-46.2380157,(13) 98149-9141,
ChIJYw2hXenxzZQRMWKOvxQUwPI,King Bebidas Adega & Delivery,"Av. do Telégrafo, 908 - Jd Santa Tereza, Bertioga - SP, 11250-000, Brasil",Bertioga,adega,4.9,63.0,-23.8117199,-46.05510659999999,(13) 99709-8832,https://wa.link/j51fjn
ChIJYyI87JgdzpQRg6phWdjodd8,Adega Do Careca 120,"R. Haiti, 120 - Guilhermina, Praia Grande - SP, 11702-050, Brasil",Praia Grande,adega,5.0,15.0,-24.0136179,-46.4264562,(13) 99705-3974,
ChIJZ-rCqeknzpQRL9zKeVVkCoo,Adega Chama Chama,"Av. Monteiro Lobato, 5972 - Balneario Anchieta, Mongaguá - SP, 11730-000, Brasil",Mongaguá,adega,4.7,55.0,-24.1115752,-46.6580509,(13) 99166-8130,
ChIJZ26aGdwhzpQR4UUJ7zDcpBw,Adega Caiçara!,"Av. Pres. Kennedy, 11566 - Vila Caiçara, Praia Grande - SP, 11702-200, Brasil",Praia Grande,adega,4.7,78.0,-24.0422653,-46.5195297,(11) 95238-0265,https://www.instagram.com/adegacaicarapg_?igsh=MWppOWQ4OWxwdGw0aw%3D%3D&utm_source=qr
ChIJZ8fiuT3xzZQRatRfgO865_w,Bar central,"000 - Jardim Indaia, Bertioga - SP, 11250-972, Brasil",Bertioga,bar,4.6,37.0,-23.8040897,-46.0552467,,
ChIJZQgLAOnVz5QRNI9ZzvFdiXQ,Recanto do Braga,"Av. Brasília Seckler, 620 - Jardim Cel., Itanhaém - SP, 11740-000, Brasil",Itanhaém,casa noturna,4.7,42.0,-24.1664262,-46.83865520000001,(13) 98202-8364,https://recantodobraga.com.br/
ChIJZVCTiU0fzpQRvc7KejdoX3A,Adega JR Baixada 24 horas,"R. Celso Ramos de Oliveira, 88 - Vila Antartica, Praia Grande - SP, 11721-010, Brasil",Praia Grande,adega,5.0,19.0,-24.0126562,-46.4542149,,https://www.instagram.com/adegajr.013?igsh=MTN2ZHBjOWw2OTc4Yw==&utm_source=qr
ChIJZxK3jnIbzpQRGXf58Rox2sw,Adega do Alemão,"Av. Ferroviária II, 1, 490 - Vila dos Pescadores, Cubatão - SP, 11531-000, Brasil",Cubatão,adega,5.0,1.0,-23.9265221,-46.3979435,,
ChIJ_5f4ZHUn0JQRbPD-xH_HSik,Adega do Gaúcho,"Rua José Veneza Monteiro, 235 - Centro, Peruíbe - SP, 11770-060, Brasil",Peruíbe,adega,4.8,5.0,-24.326126,-47.0050965,,
ChIJ_73YA24DzpQRnPaWSDsvrI8,Suite Do Coyote,"Av. Afonso Pena, n 234 - 23 - Macuco, Santos - SP, 11020-002, Brasil",Santos,casa noturna,3.0,2.0,-23.9630863,-46.3142315,,
ChIJ_Q7sdTYrzpQRVSKZ0mkzXrk,Paraiso Dos Pipas e Adega Paraíso,"Rua Padre Teodoro, R. Padre Afonso Maria Ratisbone - Suarão, Itanhaém - SP, 11740-000, Brasil",Itanhaém,adega,4.5,132.0,-24.1622569,-46.7560795,(13) 99707-2205,
ChIJ_QLzns0BzpQRYG0ub7J61cc,Cinco Pontas,"R. São Luiz - Vila Zilda, Guarujá - SP, 11436-080, Brasil",Guarujá,casa noturna,3.4,9.0,-23.973565,-46.2500166,,
ChIJ_V7GzswpzpQRynpnhtE8xsc,Adega Zanotti,"Av. Monteiro Lobato, 8432 - Balneário Itaóca, Mongaguá - SP, 11730-000, Brasil",Mongaguá,adega,5.0,2.0,-24.121567,-46.6774943,(13) 99427-2310,
ChIJ_WeHGRMdzpQRtrMCbvzg5Mk,Adega e conveniência Império,"R. do Meio, 35 - Vila Margarida, São Vicente - SP, 11330-710, Brasil",São Vicente,adega,5.0,1.0,-23.9721327,-46.4088157,(13) 99177-0339,
ChIJ__-DuCT-0ZQRYRq3xyoCYcg,ROSE,"Av. Leomil, 736 - Centro, Guarujá - SP, 11410-160, Brasil",Guarujá,casa noturna,,,-23.9964627,-46.2606757,(13) 99156-1263,
ChIJ_f8jWgAdzpQRSCzk9ITFz7w,"SAMBÔ BAR - MUSIC, FOOD & DRINKS","R. Benjamin Constant, 30 - Centro, São Vicente - SP, 11310-500, Brasil",São Vicente,Bar/Casa Noturna,4.5,105.0,-23.9640331,-46.3842177,(13) 99679-2281,
ChIJ_x30AB37zZQRMVf_sheekPk,DK lounge & Tabacaria,"Av. Anchieta, 8406 - Vista Linda, Bertioga - SP, 11250-000, Brasil",Bertioga,casa noturna,3.3,8.0,-23.8150787,-46.08118289999999,(13) 99777-3836,
ChIJ_ynPlY8dzpQRCaPmZsCFZnI,Adega e Tabacaria Hayashi,"R. Peru, 550 - Guilhermina, Praia Grande - SP, 11702-250, Brasil",Praia Grande,adega,4.9,10.0,-24.0111938,-46.4336928,(13) 97413-9049,
